Country,City,Year,AQI_Level,PM2_5,PM10,NO2,CO_Level,Pollution_Source,Air_Quality_Status
Brazil,Brasilia,2022,175,92.79,155.74,109.84,7.72,Vehicle Emissions,Poor
India,Delhi,2026,373,198.76,335.96,220.0,15.26,Traffic Congestion,Hazardous
UK,Leeds,2025,119,66.38,88.2,43.25,3.62,Power Plants,Poor
Canada,Vancouver,2026,47,33.09,67.33,28.47,1.5,Power Plants,Good
UK,London,2024,59,37.31,75.11,31.96,2.18,Power Plants,Moderate
Germany,Cologne,2026,111,59.23,82.43,71.81,4.28,Traffic Congestion,Poor
UK,Birmingham,2020,115,59.74,84.48,76.76,4.34,Vehicle Emissions,Poor
Germany,Berlin,2026,82,50.42,93.89,35.11,3.57,Burning Waste,Moderate
India,Chennai,2019,384,139.0,176.27,220.0,15.64,Traffic Congestion,Hazardous
Japan,Yokohama,2026,84,53.95,122.68,36.06,2.49,Natural Dust,Moderate
Germany,Munich,2023,53,38.05,75.84,25.81,2.29,Burning Waste,Moderate
UAE,Ajman,2021,355,244.85,341.55,142.16,15.09,Burning Waste,Hazardous
USA,Chicago,2019,133,69.82,125.99,86.44,5.35,Traffic Congestion,Poor
USA,San Francisco,2020,154,115.38,171.05,65.84,6.13,Burning Waste,Poor
Australia,Adelaide,2022,36,20.58,56.55,5.25,1.32,Construction Dust,Good
USA,Los Angeles,2026,119,75.7,118.57,72.92,5.34,Vehicle Emissions,Poor
Australia,Adelaide,2024,57,33.13,55.18,41.65,2.18,Industrial Pollution,Moderate
USA,Chicago,2020,120,58.93,99.52,66.28,5.33,Vehicle Emissions,Poor
Germany,Cologne,2021,105,76.52,130.1,32.63,4.18,Burning Waste,Poor
UAE,Dubai,2019,214,100.31,214.5,92.48,5.97,Construction Dust,Very Poor
Japan,Yokohama,2025,66,38.66,77.67,24.25,2.43,Construction Dust,Moderate
UK,Manchester,2023,120,75.03,103.56,64.59,5.46,Vehicle Emissions,Poor
Brazil,Brasilia,2020,103,58.51,85.47,63.92,3.41,Industrial Pollution,Poor
USA,Houston,2022,90,52.91,65.21,48.05,4.0,Traffic Congestion,Moderate
Japan,Yokohama,2022,73,35.54,54.82,38.69,2.94,Traffic Congestion,Moderate
Japan,Kyoto,2018,142,99.85,137.78,60.55,5.99,Burning Waste,Poor
Germany,Hamburg,2022,53,23.99,57.27,15.18,1.59,Construction Dust,Moderate
India,Mumbai,2023,282,200.06,353.09,113.16,11.74,Burning Waste,Very Poor
India,Kolkata,2019,175,108.39,158.46,78.47,7.02,Burning Waste,Poor
USA,New York,2020,111,59.96,123.87,47.59,3.04,Natural Dust,Poor
Brazil,Sao Paulo,2022,269,136.41,159.18,100.77,11.23,Burning Waste,Very Poor
USA,Los Angeles,2020,150,83.78,140.25,56.92,4.79,Power Plants,Poor
USA,Houston,2022,103,42.52,80.4,37.18,3.49,Natural Dust,Poor
Australia,Sydney,2022,73,34.04,64.49,19.96,2.85,Burning Waste,Moderate
UAE,Al Ain,2025,179,101.46,186.79,63.22,7.9,Burning Waste,Poor
UAE,Ajman,2026,385,225.63,282.99,220.0,11.72,Industrial Pollution,Hazardous
Brazil,Rio de Janeiro,2025,260,118.11,173.62,157.75,10.93,Traffic Congestion,Very Poor
Australia,Perth,2020,71,44.84,106.96,34.1,2.62,Natural Dust,Moderate
Japan,Kyoto,2018,106,63.23,89.07,64.39,4.89,Traffic Congestion,Poor
Australia,Brisbane,2020,22,14.3,37.97,10.88,0.71,Natural Dust,Good
USA,New York,2018,101,57.51,92.4,53.76,3.31,Industrial Pollution,Poor
India,Bangalore,2026,332,151.09,184.8,133.25,9.74,Power Plants,Hazardous
Canada,Vancouver,2020,48,17.97,48.1,14.5,1.23,Natural Dust,Good
Brazil,Sao Paulo,2025,191,135.05,205.88,69.6,6.22,Power Plants,Poor
Japan,Osaka,2023,134,82.48,144.96,49.75,5.61,Burning Waste,Poor
Germany,Munich,2020,132,56.13,130.57,55.68,4.34,Construction Dust,Poor
Canada,Montreal,2026,56,33.67,70.44,15.28,1.23,Construction Dust,Moderate
Canada,Montreal,2025,89,48.07,74.81,62.66,3.53,Vehicle Emissions,Moderate
Australia,Melbourne,2020,66,38.9,86.62,30.37,2.05,Construction Dust,Moderate
UK,Manchester,2024,34,14.89,33.84,7.31,1.46,Construction Dust,Good
Canada,Montreal,2022,46,31.36,60.18,33.43,1.25,Industrial Pollution,Good
USA,Chicago,2019,102,49.01,78.26,54.1,4.05,Vehicle Emissions,Poor
France,Toulouse,2025,110,60.39,112.08,65.66,4.47,Traffic Congestion,Poor
India,Mumbai,2018,408,186.97,223.69,220.0,17.25,Vehicle Emissions,Hazardous
India,Chennai,2021,397,268.41,470.98,220.0,11.61,Industrial Pollution,Hazardous
France,Marseille,2021,120,43.28,101.22,55.09,3.38,Construction Dust,Poor
UAE,Dubai,2022,304,150.87,271.37,122.37,9.24,Construction Dust,Hazardous
USA,Chicago,2021,143,87.8,140.63,78.64,5.79,Vehicle Emissions,Poor
Germany,Frankfurt,2018,80,43.59,96.85,40.8,2.03,Construction Dust,Moderate
Canada,Ottawa,2024,72,33.45,61.0,49.65,2.86,Vehicle Emissions,Moderate
UAE,Dubai,2019,306,196.13,323.06,124.87,8.94,Construction Dust,Hazardous
USA,Houston,2020,116,85.12,128.43,37.66,4.49,Burning Waste,Poor
Australia,Melbourne,2022,87,61.91,96.99,45.78,2.23,Industrial Pollution,Moderate
India,Kolkata,2025,429,264.3,456.43,171.14,12.91,Natural Dust,Hazardous
UAE,Dubai,2025,211,100.89,132.58,75.46,5.89,Power Plants,Very Poor
Brazil,Fortaleza,2019,94,42.27,56.1,50.29,3.97,Traffic Congestion,Moderate
Canada,Toronto,2026,114,74.38,109.31,40.36,4.45,Burning Waste,Poor
Canada,Ottawa,2023,62,30.97,75.25,15.55,1.64,Construction Dust,Moderate
Germany,Hamburg,2026,130,73.13,111.76,50.35,3.57,Power Plants,Poor
UK,Glasgow,2021,66,40.92,91.31,35.96,1.81,Natural Dust,Moderate
Brazil,Sao Paulo,2020,240,113.28,180.31,99.58,10.09,Burning Waste,Very Poor
Canada,Toronto,2022,34,11.9,36.07,16.65,0.6,Natural Dust,Good
Japan,Kyoto,2022,131,80.8,145.14,86.27,3.94,Industrial Pollution,Poor
Brazil,Fortaleza,2021,281,206.05,260.41,113.07,7.99,Power Plants,Very Poor
Canada,Montreal,2024,26,15.35,43.12,10.69,0.47,Natural Dust,Good
France,Marseille,2025,119,66.63,96.74,40.35,3.17,Power Plants,Poor
Brazil,Rio de Janeiro,2022,135,98.0,170.1,83.57,3.91,Industrial Pollution,Poor
USA,New York,2026,36,21.04,53.22,5.42,0.72,Natural Dust,Good
Brazil,Salvador,2024,197,122.03,181.39,74.32,8.58,Burning Waste,Poor
Germany,Munich,2024,166,94.17,120.66,64.24,5.28,Power Plants,Poor
Australia,Melbourne,2025,71,40.67,74.29,40.95,2.79,Traffic Congestion,Moderate
Australia,Brisbane,2021,35,17.32,39.21,19.44,1.16,Traffic Congestion,Good
Australia,Brisbane,2023,86,49.46,79.25,42.79,3.86,Traffic Congestion,Moderate
USA,Los Angeles,2022,81,39.11,91.63,31.61,2.27,Natural Dust,Moderate
UAE,Dubai,2018,236,119.94,157.3,149.32,7.39,Industrial Pollution,Very Poor
Australia,Brisbane,2026,21,9.22,27.64,20.65,0.42,Traffic Congestion,Good
India,Mumbai,2019,346,149.23,271.0,134.34,10.08,Natural Dust,Hazardous
USA,Houston,2023,40,22.42,58.0,14.25,1.57,Natural Dust,Good
UAE,Sharjah,2025,268,136.88,223.83,113.58,11.14,Burning Waste,Very Poor
India,Mumbai,2020,339,154.9,338.27,137.91,10.12,Construction Dust,Hazardous
India,Chennai,2022,490,293.79,426.21,220.0,20.58,Vehicle Emissions,Hazardous
India,Bangalore,2024,202,124.54,275.79,81.45,5.89,Construction Dust,Very Poor
Japan,Nagoya,2021,57,30.36,73.08,22.43,1.53,Construction Dust,Moderate
Germany,Frankfurt,2022,79,45.22,81.12,54.57,3.57,Vehicle Emissions,Moderate
Germany,Frankfurt,2018,53,25.51,61.83,20.0,1.8,Natural Dust,Moderate
USA,San Francisco,2021,70,28.34,68.58,18.15,1.98,Construction Dust,Moderate
India,Delhi,2024,456,210.65,465.87,178.37,13.81,Construction Dust,Hazardous
France,Marseille,2024,89,58.49,104.43,43.54,3.1,Industrial Pollution,Moderate
Brazil,Sao Paulo,2021,256,176.23,305.99,161.52,7.32,Industrial Pollution,Very Poor
UAE,Dubai,2023,339,252.97,375.62,128.83,14.13,Burning Waste,Hazardous
Germany,Munich,2022,86,45.08,80.13,34.74,2.46,Power Plants,Moderate
Australia,Perth,2018,47,22.18,58.41,24.14,1.69,Natural Dust,Good
USA,New York,2025,140,75.77,114.7,87.94,5.85,Traffic Congestion,Poor
UAE,Dubai,2024,246,120.47,210.34,97.36,10.29,Burning Waste,Very Poor
USA,New York,2022,133,70.22,129.87,71.79,4.22,Industrial Pollution,Poor
France,Toulouse,2024,94,65.41,112.4,48.77,2.92,Industrial Pollution,Moderate
Japan,Kyoto,2020,130,55.84,88.48,74.91,5.84,Vehicle Emissions,Poor
Japan,Nagoya,2025,155,69.81,116.75,87.88,6.11,Vehicle Emissions,Poor
India,Chennai,2022,407,146.47,254.06,220.0,17.08,Traffic Congestion,Hazardous
Japan,Yokohama,2019,139,71.34,110.69,92.3,5.4,Traffic Congestion,Poor
USA,New York,2019,166,76.66,137.07,99.45,4.61,Industrial Pollution,Poor
Australia,Adelaide,2021,82,36.24,80.06,39.58,2.57,Construction Dust,Moderate
India,Kolkata,2024,317,152.2,234.04,184.59,13.06,Traffic Congestion,Hazardous
Canada,Vancouver,2021,51,37.27,49.4,21.77,1.81,Burning Waste,Moderate
UAE,Al Ain,2026,200,104.7,132.85,127.01,5.53,Industrial Pollution,Poor
France,Marseille,2019,33,13.64,33.9,20.58,0.57,Natural Dust,Good
India,Delhi,2023,197,144.61,202.25,120.74,5.73,Industrial Pollution,Poor
USA,San Francisco,2021,146,83.54,118.77,92.8,6.14,Vehicle Emissions,Poor
UAE,Ajman,2023,257,143.65,233.17,103.61,10.39,Burning Waste,Very Poor
Australia,Brisbane,2026,72,32.66,53.32,35.94,3.52,Burning Waste,Moderate
UK,Leeds,2026,81,42.56,72.02,37.09,2.2,Power Plants,Moderate
France,Nice,2026,156,92.83,164.71,89.77,4.58,Industrial Pollution,Poor
USA,San Francisco,2026,156,105.23,177.68,54.39,5.03,Power Plants,Poor
France,Nice,2020,103,65.95,124.98,58.52,4.63,Vehicle Emissions,Poor
Germany,Hamburg,2026,66,33.77,67.32,30.97,2.37,Power Plants,Moderate
UK,Glasgow,2020,56,29.44,70.5,28.55,1.6,Construction Dust,Moderate
UAE,Sharjah,2020,154,73.53,104.95,94.94,4.4,Industrial Pollution,Poor
Japan,Yokohama,2022,110,71.03,101.58,63.22,2.92,Industrial Pollution,Poor
USA,Houston,2023,130,81.35,138.61,52.14,5.44,Burning Waste,Poor
France,Paris,2026,117,54.67,96.22,78.05,4.69,Traffic Congestion,Poor
UAE,Dubai,2018,247,171.64,261.35,92.39,7.57,Power Plants,Very Poor
Japan,Osaka,2025,84,48.23,71.58,35.92,3.45,Burning Waste,Moderate
Australia,Brisbane,2021,51,32.31,85.44,16.28,1.47,Natural Dust,Moderate
Australia,Sydney,2024,109,53.66,91.84,48.85,3.1,Power Plants,Poor
France,Lyon,2023,90,49.25,84.64,58.72,3.31,Traffic Congestion,Moderate
India,Bangalore,2023,310,172.93,257.51,114.93,8.94,Power Plants,Hazardous
Germany,Cologne,2024,121,69.94,117.31,79.27,5.05,Traffic Congestion,Poor
India,Bangalore,2021,482,273.89,383.52,220.0,20.74,Traffic Congestion,Hazardous
Germany,Cologne,2023,78,28.0,55.16,51.39,2.81,Vehicle Emissions,Moderate
USA,Los Angeles,2020,74,52.71,79.57,24.2,1.73,Power Plants,Moderate
Canada,Vancouver,2022,113,67.75,93.63,35.78,4.9,Burning Waste,Poor
France,Marseille,2019,115,61.08,130.09,45.25,3.56,Natural Dust,Poor
Brazil,Fortaleza,2020,137,74.57,120.65,88.69,5.35,Traffic Congestion,Poor
France,Nice,2026,183,90.95,141.0,75.09,5.75,Power Plants,Poor
UK,Birmingham,2023,113,62.76,86.12,44.06,3.38,Power Plants,Poor
Japan,Nagoya,2020,190,102.95,168.55,121.36,5.82,Industrial Pollution,Poor
UK,Glasgow,2019,108,72.07,130.83,58.78,3.04,Industrial Pollution,Poor
Australia,Perth,2022,10,3.91,17.39,4.77,0.3,Natural Dust,Good
Germany,Cologne,2022,142,65.33,88.09,89.59,5.81,Traffic Congestion,Poor
Japan,Nagoya,2018,111,79.18,111.05,57.93,3.0,Industrial Pollution,Poor
Australia,Sydney,2020,38,15.53,40.23,6.01,0.94,Construction Dust,Good
Japan,Tokyo,2024,97,46.81,89.0,60.54,2.94,Industrial Pollution,Moderate
India,Bangalore,2026,418,172.72,325.55,160.19,12.65,Construction Dust,Hazardous
Australia,Brisbane,2022,35,19.7,50.65,19.98,1.4,Natural Dust,Good
India,Bangalore,2021,341,196.88,336.62,134.62,10.3,Construction Dust,Hazardous
India,Mumbai,2020,447,286.81,550.0,186.04,13.25,Natural Dust,Hazardous
Japan,Yokohama,2026,140,94.02,115.44,49.95,6.21,Burning Waste,Poor
UAE,Abu Dhabi,2024,272,133.04,162.51,173.11,8.13,Industrial Pollution,Very Poor
UK,Leeds,2024,98,50.15,76.74,48.34,2.72,Power Plants,Moderate
Australia,Sydney,2025,29,18.2,46.83,10.38,1.51,Traffic Congestion,Good
Brazil,Fortaleza,2018,208,88.13,114.66,123.54,9.23,Vehicle Emissions,Very Poor
UAE,Al Ain,2021,221,83.38,137.26,141.39,9.05,Traffic Congestion,Very Poor
UK,London,2022,157,84.26,138.81,68.55,4.32,Power Plants,Poor
Australia,Adelaide,2022,93,64.51,101.64,47.29,2.33,Industrial Pollution,Moderate
Germany,Frankfurt,2018,90,47.76,66.59,31.04,2.46,Power Plants,Moderate
UK,London,2020,92,57.32,77.49,64.94,2.63,Industrial Pollution,Moderate
Brazil,Fortaleza,2019,136,57.42,98.21,77.57,5.39,Traffic Congestion,Poor
France,Lyon,2024,124,89.08,158.62,66.4,3.81,Industrial Pollution,Poor
USA,Chicago,2022,66,30.52,54.36,25.09,2.26,Power Plants,Moderate
India,Kolkata,2020,449,179.91,397.49,182.98,13.47,Construction Dust,Hazardous
USA,Chicago,2025,51,30.32,58.17,12.49,2.42,Burning Waste,Moderate
UAE,Abu Dhabi,2018,307,182.6,272.48,116.88,13.04,Burning Waste,Hazardous
France,Paris,2018,56,31.81,54.67,18.91,2.37,Burning Waste,Moderate
India,Delhi,2023,268,175.7,266.79,105.61,11.22,Burning Waste,Very Poor
Australia,Sydney,2018,81,50.57,93.36,44.76,3.18,Vehicle Emissions,Moderate
UAE,Al Ain,2021,234,150.01,317.41,87.24,7.46,Natural Dust,Very Poor
Brazil,Fortaleza,2023,162,86.16,118.81,91.98,5.0,Industrial Pollution,Poor
Japan,Osaka,2018,99,36.63,74.55,67.88,4.57,Vehicle Emissions,Moderate
Australia,Brisbane,2026,63,33.43,68.92,32.46,2.28,Burning Waste,Moderate
UK,Leeds,2021,53,24.34,36.47,15.62,2.22,Burning Waste,Moderate
Japan,Kyoto,2026,108,50.99,80.46,68.45,4.7,Traffic Congestion,Poor
UAE,Sharjah,2026,176,115.0,149.39,71.32,5.3,Power Plants,Poor
UK,Leeds,2023,76,49.75,77.12,23.05,3.61,Burning Waste,Moderate
Brazil,Fortaleza,2024,188,123.07,223.62,113.12,5.24,Industrial Pollution,Poor
USA,Los Angeles,2018,123,60.51,81.75,73.29,5.18,Traffic Congestion,Poor
UK,Glasgow,2022,165,99.3,124.98,73.56,6.7,Burning Waste,Poor
USA,New York,2020,140,77.25,101.52,57.39,6.2,Burning Waste,Poor
India,Chennai,2023,255,100.63,161.5,152.71,10.45,Vehicle Emissions,Very Poor
Germany,Cologne,2021,159,101.31,143.08,85.96,4.61,Industrial Pollution,Poor
Canada,Montreal,2026,78,42.86,96.12,39.13,2.58,Construction Dust,Moderate
Australia,Perth,2024,77,39.21,68.08,22.11,2.44,Power Plants,Moderate
Canada,Ottawa,2021,59,32.57,71.52,30.31,1.79,Construction Dust,Moderate
India,Kolkata,2023,421,229.89,424.71,162.42,12.61,Natural Dust,Hazardous
UK,London,2019,110,44.87,70.43,64.26,4.42,Vehicle Emissions,Poor
India,Bangalore,2020,437,300.19,438.72,178.42,18.13,Burning Waste,Hazardous
Canada,Vancouver,2024,40,23.52,40.72,17.52,1.37,Power Plants,Good
Canada,Toronto,2021,23,10.26,23.42,17.79,0.24,Natural Dust,Good
Australia,Perth,2024,21,9.01,34.75,6.42,0.92,Natural Dust,Good
Japan,Yokohama,2026,71,50.56,80.12,35.08,2.48,Industrial Pollution,Moderate
France,Paris,2022,147,101.15,143.99,59.45,4.71,Power Plants,Poor
India,Kolkata,2018,239,148.83,330.05,87.24,7.55,Natural Dust,Very Poor
Germany,Munich,2022,113,48.71,76.17,61.35,5.04,Vehicle Emissions,Poor
France,Marseille,2023,163,115.43,171.1,57.18,7.28,Burning Waste,Poor
India,Kolkata,2019,297,147.05,179.84,184.29,12.49,Vehicle Emissions,Very Poor
Brazil,Salvador,2025,159,82.01,112.78,95.78,6.21,Traffic Congestion,Poor
UAE,Abu Dhabi,2019,167,63.86,155.22,71.22,4.96,Natural Dust,Poor
UAE,Ajman,2026,260,138.81,242.5,159.35,8.08,Industrial Pollution,Very Poor
Canada,Ottawa,2019,20,11.94,25.23,2.28,1.06,Construction Dust,Good
UAE,Sharjah,2020,259,192.47,233.14,103.68,11.05,Burning Waste,Very Poor
USA,San Francisco,2025,77,51.73,73.49,32.5,3.35,Burning Waste,Moderate
Germany,Hamburg,2023,87,33.53,56.14,43.37,3.73,Vehicle Emissions,Moderate
UAE,Ajman,2018,200,81.49,106.0,114.08,8.31,Vehicle Emissions,Poor
UK,Manchester,2021,145,52.31,95.52,87.28,6.47,Vehicle Emissions,Poor
USA,Houston,2022,116,41.24,101.24,45.63,3.27,Natural Dust,Poor
France,Lyon,2020,137,77.6,111.99,54.98,5.96,Burning Waste,Poor
USA,Los Angeles,2018,102,51.88,77.04,69.81,4.31,Vehicle Emissions,Poor
India,Bangalore,2020,407,230.88,298.95,220.0,17.14,Traffic Congestion,Hazardous
Canada,Montreal,2026,82,37.31,65.66,26.39,2.51,Power Plants,Moderate
Australia,Adelaide,2019,55,22.26,59.47,23.77,1.16,Natural Dust,Moderate
Australia,Perth,2018,65,37.74,93.52,33.4,1.82,Natural Dust,Moderate
Brazil,Rio de Janeiro,2024,198,101.5,163.33,78.55,6.16,Power Plants,Poor
Germany,Berlin,2024,152,88.7,148.52,65.99,4.86,Power Plants,Poor
India,Bangalore,2022,479,183.69,332.16,187.01,14.26,Natural Dust,Hazardous
Australia,Sydney,2019,111,56.87,92.21,35.65,5.0,Burning Waste,Poor
Canada,Calgary,2018,67,31.83,61.74,31.82,2.63,Vehicle Emissions,Moderate
France,Lyon,2022,59,33.04,51.48,28.7,2.94,Traffic Congestion,Moderate
Australia,Sydney,2021,73,54.61,79.75,40.45,2.67,Industrial Pollution,Moderate
UK,Leeds,2026,72,40.08,63.71,46.27,3.05,Vehicle Emissions,Moderate
USA,New York,2022,98,44.95,66.57,46.27,3.93,Burning Waste,Moderate
Australia,Adelaide,2019,130,72.83,132.09,58.9,4.31,Power Plants,Poor
India,Mumbai,2021,257,137.06,183.7,93.04,11.16,Burning Waste,Very Poor
UAE,Ajman,2026,160,95.9,166.13,94.48,6.78,Vehicle Emissions,Poor
UAE,Dubai,2025,280,100.74,155.31,159.71,11.67,Traffic Congestion,Very Poor
France,Lyon,2020,154,71.77,116.38,52.05,6.28,Burning Waste,Poor
UAE,Ajman,2025,201,137.24,228.57,118.36,6.19,Industrial Pollution,Very Poor
France,Paris,2019,153,113.89,148.62,54.25,6.9,Burning Waste,Poor
India,Bangalore,2020,445,198.19,383.5,178.71,13.43,Construction Dust,Hazardous
Germany,Frankfurt,2022,100,64.03,102.69,41.62,4.36,Burning Waste,Moderate
UAE,Sharjah,2025,329,167.73,209.84,207.1,13.35,Vehicle Emissions,Hazardous
Brazil,Brasilia,2018,183,100.42,226.97,76.37,5.28,Construction Dust,Poor
Canada,Toronto,2021,70,35.44,54.84,28.77,2.1,Power Plants,Moderate
USA,Los Angeles,2018,121,70.57,113.63,77.13,5.14,Vehicle Emissions,Poor
UAE,Al Ain,2018,145,74.49,149.51,57.85,4.61,Natural Dust,Poor
France,Nice,2022,147,95.74,155.72,90.8,4.83,Industrial Pollution,Poor
India,Chennai,2023,453,281.38,374.56,182.29,18.53,Burning Waste,Hazardous
UAE,Abu Dhabi,2018,315,158.58,253.55,132.62,12.95,Burning Waste,Hazardous
Australia,Brisbane,2023,87,36.83,64.12,45.93,3.54,Vehicle Emissions,Moderate
UAE,Sharjah,2022,169,108.63,147.03,64.18,7.53,Burning Waste,Poor
France,Toulouse,2021,185,126.42,182.25,83.17,7.77,Burning Waste,Poor
UK,Leeds,2022,149,81.39,143.66,68.93,4.54,Power Plants,Poor
UK,Leeds,2025,84,58.61,97.61,32.5,3.29,Burning Waste,Moderate
UAE,Sharjah,2026,245,155.29,232.73,97.74,10.55,Burning Waste,Very Poor
USA,San Francisco,2019,137,71.79,105.35,54.44,4.45,Power Plants,Poor
India,Bangalore,2023,446,175.49,330.48,170.02,13.0,Natural Dust,Hazardous
Brazil,Brasilia,2020,136,63.8,110.13,50.94,5.22,Burning Waste,Poor
Brazil,Brasilia,2019,199,81.68,172.62,76.49,6.42,Natural Dust,Poor
UAE,Dubai,2018,233,139.51,218.2,88.15,7.3,Power Plants,Very Poor
UAE,Dubai,2021,312,165.21,292.95,185.89,9.6,Industrial Pollution,Hazardous
UK,London,2025,113,72.09,121.49,42.4,4.41,Burning Waste,Poor
France,Paris,2020,133,67.19,111.83,71.92,5.78,Vehicle Emissions,Poor
USA,Los Angeles,2022,114,59.76,122.95,38.24,3.01,Construction Dust,Poor
UAE,Ajman,2022,259,133.17,193.41,153.16,7.5,Industrial Pollution,Very Poor
Brazil,Salvador,2022,218,119.45,191.16,90.95,9.17,Burning Waste,Very Poor
India,Bangalore,2026,495,240.51,354.27,220.0,20.93,Vehicle Emissions,Hazardous
Germany,Cologne,2025,50,19.53,49.66,15.16,1.92,Construction Dust,Good
Australia,Sydney,2025,70,48.82,77.96,27.55,1.66,Power Plants,Moderate
UAE,Ajman,2018,144,105.17,130.96,55.94,6.41,Burning Waste,Poor
France,Toulouse,2018,109,38.44,66.84,73.59,4.39,Traffic Congestion,Poor
UAE,Dubai,2019,150,90.56,185.76,61.82,4.28,Natural Dust,Poor
France,Marseille,2025,56,30.96,78.62,19.22,1.79,Natural Dust,Moderate
USA,Los Angeles,2018,175,97.02,165.04,79.69,5.6,Power Plants,Poor
Germany,Hamburg,2021,167,118.33,194.04,96.63,5.08,Industrial Pollution,Poor
Canada,Vancouver,2026,32,18.19,41.86,12.22,1.23,Natural Dust,Good
India,Delhi,2019,413,151.78,346.96,171.79,12.73,Construction Dust,Hazardous
India,Kolkata,2020,268,105.99,233.8,103.7,7.96,Natural Dust,Very Poor
France,Paris,2023,93,52.21,78.96,58.33,3.88,Traffic Congestion,Moderate
UK,Birmingham,2020,57,22.14,38.34,24.9,2.83,Traffic Congestion,Moderate
France,Paris,2021,131,64.21,142.42,61.71,3.51,Construction Dust,Poor
UK,Birmingham,2026,43,19.11,51.71,15.91,1.22,Natural Dust,Good
Japan,Osaka,2026,173,100.34,151.78,71.17,5.29,Power Plants,Poor
Brazil,Sao Paulo,2022,244,161.85,253.16,102.75,6.99,Power Plants,Very Poor
India,Mumbai,2024,186,113.79,214.2,69.34,5.23,Natural Dust,Poor
USA,Chicago,2026,137,68.3,105.45,76.25,5.51,Traffic Congestion,Poor
France,Paris,2025,122,56.32,100.08,71.41,4.01,Industrial Pollution,Poor
USA,Chicago,2024,105,48.56,86.19,59.51,4.52,Vehicle Emissions,Poor
Germany,Berlin,2025,103,51.31,88.36,62.85,4.79,Traffic Congestion,Poor
USA,Los Angeles,2022,87,54.53,124.88,37.4,2.21,Natural Dust,Moderate
UAE,Abu Dhabi,2022,297,151.64,232.07,174.85,12.31,Traffic Congestion,Very Poor
Brazil,Salvador,2022,118,70.38,100.23,64.83,4.6,Traffic Congestion,Poor
UAE,Ajman,2018,225,156.86,246.54,83.02,9.82,Burning Waste,Very Poor
Australia,Brisbane,2023,56,22.07,44.85,34.05,2.76,Vehicle Emissions,Moderate
France,Marseille,2022,129,62.52,114.12,76.21,5.06,Traffic Congestion,Poor
India,Kolkata,2025,439,240.03,536.94,169.27,13.34,Natural Dust,Hazardous
France,Marseille,2025,117,46.08,82.7,69.82,4.48,Traffic Congestion,Poor
Brazil,Sao Paulo,2019,233,102.56,176.62,86.41,6.89,Construction Dust,Very Poor
Canada,Calgary,2023,120,66.15,117.22,54.18,4.73,Burning Waste,Poor
Canada,Montreal,2023,93,47.07,81.05,61.74,2.88,Industrial Pollution,Moderate
Australia,Perth,2020,91,57.03,92.66,48.46,4.06,Vehicle Emissions,Moderate
Brazil,Rio de Janeiro,2018,106,49.59,72.21,58.2,4.16,Vehicle Emissions,Poor
Japan,Nagoya,2024,94,57.11,97.9,37.59,4.12,Burning Waste,Moderate
Japan,Nagoya,2022,159,107.81,168.07,87.47,4.56,Industrial Pollution,Poor
Japan,Osaka,2022,82,33.54,60.27,47.0,3.55,Traffic Congestion,Moderate
India,Delhi,2025,469,237.83,454.2,197.6,13.79,Natural Dust,Hazardous
India,Kolkata,2022,398,241.77,362.28,220.0,11.82,Industrial Pollution,Hazardous
Japan,Nagoya,2022,83,46.96,109.11,26.46,2.98,Natural Dust,Moderate
Canada,Toronto,2018,49,29.62,61.17,31.74,2.35,Vehicle Emissions,Good
Brazil,Rio de Janeiro,2019,227,120.32,154.72,138.52,9.93,Traffic Congestion,Very Poor
USA,New York,2022,83,43.03,103.33,38.47,2.7,Natural Dust,Moderate
Brazil,Rio de Janeiro,2024,253,94.58,133.43,158.22,10.73,Vehicle Emissions,Very Poor
Japan,Yokohama,2020,62,39.03,59.99,17.34,1.53,Power Plants,Moderate
Brazil,Sao Paulo,2018,267,144.3,203.97,108.93,11.23,Burning Waste,Very Poor
